name,player_type,steam_id,reason,banned_time,release,complaint_times,register_days,playing_hours,best_weapon,best_weapon_heatshot,best_map,score
十里桃林醉春光,Vip,76561199030235728,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
北念安,None,76561199028670871,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
AKA钢枪悍匪,None,76561199032177823,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.10,None,
芜湖大牛子,None,76561199032243595,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
·小天才·,None,76561199032636291,作弊封禁,2020-03-15,Inf,7,None,None,AWP,0.12,None,
小张小张慌慌章章,None,76561199032388813,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.15,None,
你要睡了马,None,76561199030104075,作弊封禁,2020-03-15,Inf,7,None,None,SG 553,0.29,None,
MarilynMS丶,None,76561199011943010,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
十八岁顶级狙击手,None,76561199032164368,作弊封禁,2020-03-15,Inf,10,None,None,M4A4,0.36,None,
857-857-857,None,76561198900268844,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
wuwuwu235,None,76561199031554369,作弊封禁,2020-03-15,Inf,4,None,None,AK47,0.35,None,
Min_Y1216,None,76561199024367137,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.08,dust2,
可以教我打沙鹰嘛,None,76561199033878673,作弊封禁,2020-03-15,Inf,6,None,None,AK47,1.00,None,
速战11,None,76561199033510301,作弊封禁,2020-03-15,Inf,4,None,None,SG 553,1.00,None,
我不演了121,None,76561199033690696,作弊封禁,2020-03-15,Inf,10,None,None,P90,0.91,None,
我爱豆腐佬-,None,76561199031902132,作弊封禁,2020-03-15,Inf,6,None,None,None,None,None,
电脑玩家陈标,None,76561199031454247,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Avcii.Frank,None,76561199033430285,作弊封禁,2020-03-15,Inf,11,None,None,Desert Eagle,0.72,None,
剑祗,None,76561199032344789,作弊封禁,2020-03-15,Inf,17,None,None,AWP,0.46,None,
我和地球都会转,None,76561199012553924,作弊封禁,2020-03-15,Inf,9,None,None,M4A4,0.90,None,
凭台不改我就转,None,76561199012507549,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.91,None,
飞飞飞猪侠,None,76561199033146456,作弊封禁,2020-03-15,Inf,1,None,None,SG 553,0.92,None,
sdjadjsjadjasdjasjdas,None,76561199019535779,作弊封禁,2020-03-15,Inf,19,None,None,SG 553,0.45,None,1252
赤鞘红中中中,None,76561199034188528,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
牜牜牛,None,76561199032703877,作弊封禁,2020-03-15,Inf,7,None,None,M4A4,0.59,None,
wadsasd,None,76561199028332300,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
我爱豆腐佬丨,None,76561199032096767,作弊封禁,2020-03-15,Inf,3,None,None,AWP,0.13,None,
qwer0.0,None,76561198430673111,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
陈卓铭,None,76561199033413783,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
爱阿鸿一辈子,None,76561199026257282,作弊封禁,2020-03-15,Inf,6,None,None,AUG,0.22,None,
【SVIP】仙界精英,None,76561199031550382,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.62,None,
败给白给233,None,76561198997030471,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.42,dust2,
gssggsgs,None,76561199033659196,作弊封禁,2020-03-15,Inf,2,None,None,M4A4,0.21,None,
匆匆忙忙00,None,76561199033561469,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
炸炸鱼就好,None,76561199032764937,作弊封禁,2020-03-15,Inf,9,None,None,None,None,None,
烂俗桥段qzqzqz,None,76561199032640249,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.35,None,
lightingst,None,76561198178302285,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
sihuiren,None,76561199032034155,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.27,None,
仙女下凡历劫,Vip,76561198948416817,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
zzh0403,Vip,76561199023875391,作弊封禁,2020-03-15,Inf,2,None,None,AWP,0.06,None,
z13683303515,None,76561198285188523,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
AyiGeGe7,None,76561199031773148,作弊封禁,2020-03-15,Inf,13,None,None,AWP,0.00,None,
nieluzhang19770112,None,76561199030470419,作弊封禁,2020-03-15,Inf,1,None,None,M4A1 Silencer On,0.29,None,
Lisa是天使鸭,None,76561199028958380,作弊封禁,2020-03-15,Inf,12,None,None,SG 553,0.31,None,1083
a13366661410,None,76561199032405230,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
永夜噩梦,None,76561198309048334,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.00,None,
我透你猴子哟,None,76561199030978588,作弊封禁,2020-03-15,Inf,17,None,None,AWP,0.17,mirage,1564
jjlq042128,None,76561199029682648,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.51,None,
女人都是魑魅魍魉,None,76561199026524437,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.47,dust2,1669
君野,None,76561198972839921,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
真就嗦牛子嘛,None,76561199026179444,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
꧁卟嗳꧂,None,76561199033808109,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
你是G吗,None,76561199032480014,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
MAXtwo,None,76561199033175269,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
茶花!,Vip,76561199029094662,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
只可惜佐伊不爱我,None,76561198421958520,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
我真的没有钱✎,None,76561199033900357,作弊封禁,2020-03-15,Inf,5,None,None,None,None,None,
猪肉哥哥哥,None,76561199033642252,作弊封禁,2020-03-15,Inf,6,None,None,SG 553,1.00,None,
国服_傻白甜,None,76561198839910493,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.56,None,
dtjok,None,76561199033647538,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
科技猪肉哥哥,None,76561199033274435,作弊封禁,2020-03-15,Inf,5,None,None,AUG,0.95,None,
别欺负我第一次玩,None,76561199033666334,作弊封禁,2020-03-15,Inf,4,None,None,AWP,0.38,None,
vityu77,Vip,76561199022749321,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
对面五条猪肉666666,None,76561199033130263,作弊封禁,2020-03-15,Inf,6,None,None,SG 553,0.96,None,
一屋老友,None,76561198339171347,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Sanes.,Vip,76561198968631602,作弊封禁,2020-03-15,Inf,24,None,None,AK47,0.41,inferno,
小潘啊,None,76561199019052516,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
小鸡很大,None,76561199033843913,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
857_857_857,None,76561199033593621,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
对面都是猪肉,None,76561199032952339,作弊封禁,2020-03-15,Inf,8,None,None,AUG,0.85,None,
JamesGalt,None,76561198081686184,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
夢回長安,None,76561199033830898,作弊封禁,2020-03-15,Inf,5,None,None,None,None,None,
祁天大圣打猴子,None,76561199028534813,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.43,None,
小小皮神,None,76561199033943307,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
爱吃的小啊giao,None,76561199029500547,作弊封禁,2020-03-15,Inf,8,None,None,AWP,0.06,mirage,
1见面就是一枪头,None,76561199033761281,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
ScreaMrealKing,None,76561199029492098,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.52,None,1150
斡斡斡,None,76561199029728907,作弊封禁,2020-03-15,Inf,6,None,None,AK47,0.86,None,
北栀神,None,76561198369502970,作弊封禁,2020-03-15,Inf,10,None,None,AK47,0.34,dust2,735
BOBO777999,None,76561198998725971,作弊封禁,2020-03-15,Inf,16,None,None,AWP,0.11,mirage,995
凤舞九天凰战四野,None,76561198851212503,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.43,overpass,1618
烟不好别嫌次✨,Vip,76561198367824896,作弊封禁,2020-03-15,Inf,34,None,None,AK47,0.35,dust2,2325
麦克雷的R8,None,76561199028695282,作弊封禁,2020-03-15,Inf,11,None,None,SG 553,0.40,None,1622
SACSA,None,76561199023070523,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
ddd1k,None,76561198409252124,作弊封禁,2020-03-15,Inf,0,None,None,Galil,0.12,None,984
imcpa,None,76561199006186751,作弊封禁,2020-03-15,Inf,20,None,None,AK47,0.58,inferno,1954
society12138,None,76561199024092498,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.34,inferno,337
壹发子弹,None,76561199027435748,作弊封禁,2020-03-15,Inf,9,None,None,AK47,0.53,mirage,1451
Z丶哲哲哲,None,76561198841570017,作弊封禁,2020-03-15,Inf,18,None,None,AWP,0.08,inferno,1696
猥琐至极的老六,None,76561199033952069,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
墟里,None,76561198360753715,作弊封禁,2020-03-15,Inf,6,None,None,None,None,None,
你把我惹生气了,None,76561199033471803,作弊封禁,2020-03-15,Inf,10,None,None,CT SCAR20,0.90,None,
K2268,None,76561199032394957,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.50,None,
小闫的男友啊,None,76561199031484649,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
黄素熙。,Vip,76561199023178076,作弊封禁,2020-03-15,Inf,20,None,None,AWP,0.08,inferno,1603
美男子周俊林,None,76561199026227766,作弊封禁,2020-03-15,Inf,8,None,None,Zeus x27,0.00,None,
zys12e,None,76561199030439339,作弊封禁,2020-03-15,Inf,2,None,None,P90,0.13,dust2,1394
小猪佩奇爱乔治,None,76561199031600217,作弊封禁,2020-03-15,Inf,6,None,None,SG 553,0.67,None,1523
波风水门·,None,76561199001260893,作弊封禁,2020-03-15,Inf,18,None,None,AWP,0.09,nuke,543
看着我咯_-,None,76561199014987442,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
未成鲶,None,76561198861365904,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.09,mirage,1358
zckkc3m,None,76561199031056359,作弊封禁,2020-03-15,Inf,5,None,None,Galil,0.36,None,
gysb6h,None,76561199029560404,作弊封禁,2020-03-15,Inf,10,None,None,AWP,0.18,None,
郭三儿吃鸡儿,None,76561198815121027,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
xbzh215269,None,76561199029359599,作弊封禁,2020-03-15,Inf,7,None,None,AK47,0.65,None,
重金求子李风雨,None,76561199007674554,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.61,None,
thesfour,None,76561199028325915,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.77,None,
开匹就没233,None,76561199033168274,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.19,None,
kosupreme,None,76561198969234309,作弊封禁,2020-03-15,Inf,18,None,None,AWP,0.08,inferno,1228
鱼摆摆Rng,None,76561199012858008,作弊封禁,2020-03-15,Inf,7,None,None,M4A4,0.67,None,
Whtie_,None,76561198364517349,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.69,mirage,1686
Mmmmmmmmnmmm,None,76561199033448177,作弊封禁,2020-03-15,Inf,7,None,None,AWP,0.12,None,
打孩子的谢广坤,None,76561199032180023,作弊封禁,2020-03-15,Inf,6,None,None,AUG,0.43,None,
QuQu-Bakyiskidu,None,76561199025944802,作弊封禁,2020-03-15,Inf,18,None,None,AK47,0.50,None,1066
王奥翔,None,76561199029129012,作弊封禁,2020-03-15,Inf,15,None,None,AWP,0.16,dust2,1518
就没打算演,None,76561199032106039,作弊封禁,2020-03-15,Inf,11,None,None,None,None,None,
富芷茹,None,76561199013281779,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.13,None,
非常规大师路啵啵,None,76561199030561340,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.35,None,
起舞弄清影丷,None,76561198957171206,作弊封禁,2020-03-15,Inf,8,None,None,AWP,0.10,inferno,751
守不住了帮帮我吧,None,76561199027430201,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.11,inferno,2097
啵啵奶茶凯香,None,76561199032991955,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
天才美少女压AK,None,76561199028840154,作弊封禁,2020-03-15,Inf,11,None,None,AK47,0.43,mirage,1884
Jrr.,None,76561199032431955,作弊封禁,2020-03-15,Inf,1,None,None,Zeus x27,0.00,None,
kxsvxok8334865,None,76561199026011505,作弊封禁,2020-03-15,Inf,29,None,None,SG 553,0.55,dust2,1451
40万买你鸡,None,76561199029697303,作弊封禁,2020-03-15,Inf,13,None,None,AK47,0.57,None,
灰原衰,Vip,76561199023729123,作弊封禁,2020-03-15,Inf,17,None,None,P90,0.26,mirage,1459
Allylister,None,76561199028584556,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.38,None,
杉菜上罗非,None,76561198157931937,作弊封禁,2020-03-15,Inf,6,None,None,Negev,0.27,inferno,758
vm94nb,None,76561199030725527,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.44,None,
诗诗babe,None,76561199032504462,作弊封禁,2020-03-15,Inf,1,None,None,AK47,0.71,None,
HotのSummer,Vip,76561198350241976,作弊封禁,2020-03-15,Inf,7,None,None,Negev,0.28,dust2,
尼公子教我沙鹰,None,76561199034211779,作弊封禁,2020-03-15,Inf,3,None,None,Desert Eagle,0.82,None,
头疼的甘道夫,None,76561199025769321,作弊封禁,2020-03-15,Inf,19,None,None,AK47,0.75,None,1359
zixian,None,76561198309458000,作弊封禁,2020-03-15,Inf,23,None,None,P90,0.38,cache,1654
宅男女神老干马,None,76561199025837826,作弊封禁,2020-03-15,Inf,8,None,None,Famas,0.21,None,
Gurading,None,76561198094079105,作弊封禁,2020-03-15,Inf,3,None,None,AK47,0.40,inferno,1372
vctcth,None,76561198419111245,作弊封禁,2020-03-15,Inf,4,None,None,AWP,0.11,inferno,892
igflzfp,None,76561199003661787,作弊封禁,2020-03-15,Inf,5,None,None,SG 553,0.31,dust2,1325
liangying,None,76561199034110189,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
伞兵一号6666,Vip,76561199032721804,作弊封禁,2020-03-15,Inf,10,None,None,AUG,0.37,None,1638
qmxhc,None,76561198303361606,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
leecx888,None,76561199033697913,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
暖阳isl,None,76561199033431161,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
旧曲空念丶,None,76561198970638644,作弊封禁,2020-03-15,Inf,17,None,None,AK47,0.47,dust2,1945
孙建博是只dog,None,76561199032001971,作弊封禁,2020-03-15,Inf,13,None,None,None,None,None,
你比风女还要贵,Vip,76561198840328140,作弊封禁,2020-03-15,Inf,2,None,None,P90,0.25,dust2,788
西北砍王蔡徐坤,None,76561198237290670,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.51,dust2,1314
得儿得儿,None,76561198812430824,作弊封禁,2020-03-15,Inf,0,None,None,SG 553,0.56,None,
Antony.XM,None,76561198929171268,作弊封禁,2020-03-15,Inf,13,None,None,AK47,0.57,inferno,
GIvensYangXu,None,76561199029385520,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.06,dust2,787
超级塞亚猪,None,76561199029416492,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
黑鱼小鱼,None,76561199030149026,作弊封禁,2020-03-15,Inf,15,None,None,AK47,0.44,inferno,1490
HY-千寻,None,76561199026569405,作弊封禁,2020-03-15,Inf,12,None,None,AWP,0.09,None,1695
KOlee,None,76561199033480805,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
橘喵喵,None,76561199030937199,作弊封禁,2020-03-15,Inf,23,None,None,Galil,0.63,None,1866
不知从何说起......,None,76561198994352903,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
转起来了gangwu,None,76561199027254463,作弊封禁,2020-03-15,Inf,10,None,None,AUG,0.82,None,
川上富江ccc,None,76561198811547369,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
给我起把狙求求你,None,76561198811507100,作弊封禁,2020-03-15,Inf,46,None,None,AWP,0.07,train,
极速c,None,76561198390009340,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.45,None,
你m还键在？,None,76561199034013477,作弊封禁,2020-03-15,Inf,0,None,None,AWP,0.25,None,
1928539760,Vip,76561198985388986,作弊封禁,2020-03-15,Inf,9,None,None,AWP,0.10,dust2,375
TKfromD,None,76561199027700266,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
7ovyns,None,76561198346519250,作弊封禁,2020-03-15,Inf,2,None,None,AK47,0.39,mirage,
点殺,None,76561198325849664,作弊封禁,2020-03-15,Inf,22,None,None,AK47,0.47,overpass,
mmopq,None,76561198973452111,作弊封禁,2020-03-15,Inf,2,None,None,Negev,0.26,dust2,884
clot丶ohh,None,76561198273537895,作弊封禁,2020-03-15,Inf,5,None,None,SG 553,0.30,mirage,
huunjun,Vip,76561198417974859,作弊封禁,2020-03-15,Inf,14,None,None,AWP,0.09,mirage,
i4999,None,76561198997780127,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
出黎隻瞅,None,76561198413915799,作弊封禁,2020-03-15,Inf,1,None,None,Desert Eagle,0.13,None,
愿风裁尘7,None,76561199026660518,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.33,None,
zz黑城丶,None,76561198847405550,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
我是真的非常菜,None,76561198391592592,作弊封禁,2020-03-15,Inf,0,None,None,AK47,0.53,None,
鲨鱼沙雕·,None,76561198368044882,作弊封禁,2020-03-15,Inf,5,None,None,AK47,0.53,None,
只爱喝可口啊,Vip,76561198972208883,作弊封禁,2020-03-15,Inf,12,None,None,SG 553,0.45,mirage,
k8sn6,None,76561198997778718,作弊封禁,2020-03-15,Inf,3,None,None,None,None,None,
hjlsb,Vip,76561198150418635,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
蜡蜡笔,None,76561198960825359,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
zy欧巴擦浪黑,None,76561199032061544,作弊封禁,2020-03-15,Inf,0,None,None,SG 553,0.57,None,
jackson1wang,None,76561198968794273,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
力哥/,None,76561198789930797,作弊封禁,2020-03-15,Inf,5,None,None,AWP,0.07,None,
JQWBAIGEI,None,76561198822662586,作弊封禁,2020-03-15,Inf,4,None,None,None,None,None,
MiennyS,None,76561199032483266,作弊封禁,2020-03-15,Inf,2,None,None,M4A1 Silencer On,0.46,None,
年轻人.土块,None,76561199034281726,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
没轱辘的五菱宏光,None,76561198942106672,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Monster哒,None,76561198367101801,作弊封禁,2020-03-15,Inf,1,None,None,None,None,None,
听说你在找我,None,76561199032669310,作弊封禁,2020-03-15,Inf,1,None,None,Zeus x27,0.00,None,
我狙贼菜,None,76561198967715144,作弊封禁,2020-03-15,Inf,14,None,None,AK47,0.39,mirage,
白给才是我的职业,None,76561199026472937,作弊封禁,2020-03-15,Inf,2,None,None,None,None,None,
SANJI..,None,76561199032249274,作弊封禁,2020-03-15,Inf,1,None,None,AWP,0.11,None,
sdfadcsaesa,None,76561199028269615,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
樱岛麻衣超可爱,None,76561199028443509,作弊封禁,2020-03-15,Inf,0,None,None,None,None,None,
Sk1nz,None,76561199032337566,破坏游戏秩序,2020-03-15,2020-03-22,19,None,None,SG 553,0.34,dust2,1267
钥母茸叛,None,76561199024989698,破坏游戏秩序,2020-03-15,2020-03-22,18,None,None,AK47,0.42,inferno,1472
ღ黑夜ꦿ࿐,None,76561199005765063,破坏游戏秩序,2020-03-15,2020-03-22,42,None,None,AK47,0.46,None,1957
桜島麻衣_Sakula,None,76561199007610951,破坏游戏秩序,2020-03-15,2020-03-22,25,None,None,Zeus x27,0.00,mirage,731
Ghost_solo2,None,76561199031800823,破坏游戏秩序,2020-03-15,2020-03-22,29,None,None,Zeus x27,0.00,dust2,502
隔壁家孩子,None,76561199024348374,破坏游戏秩序,2020-03-15,2020-03-22,32,None,None,Zeus x27,0.00,dust2,1381
二虎,None,76561198283222776,破坏游戏秩序,2020-03-15,2020-03-22,20,None,None,AWP,0.07,mirage,1383
65岁老将出战丨,None,76561199026000117,破坏游戏秩序,2020-03-15,2020-03-22,14,None,None,AK47,0.49,None,
斗鱼✨5789344,None,76561199031641055,破坏游戏秩序,2020-03-15,2020-03-22,25,None,None,SG 553,0.48,dust2,1033
让开我秒了他,None,76561199024421004,作弊封禁,2020-03-15,Inf,4,None,None,AWP,0.08,dust2,887
